root,suffixes
капот_INFN,['ть']
зад_ADJF,['н']
сук_NOUN,[]
контингент_PRTF,['нн']
израиль_NOUN,"['к', 'ин']"
нукл_ADJF,['ов']
монопол_NOUN,"['изм', 'аци', 'ист', 'и', 'ост']"
студенч_ADJF,['еск']
фугас_ADJF,['н']
лебед_NOUN,"['ушк', 'к', 'енок', 'ик']"
юст_INFN,['ть']
так_NOUN,"['тель', 'нь']"
эксперимент_NOUN,"['атор', 'ни', 'ств']"
разреш_ADJF,"['им', 'енн']"
тектон_ADJF,['еск']
бакелит_ADJF,['ов']
факультет_ADJF,['ск']
верениц_NOUN,[]
аналой_ADJF,['н']
брынз_NOUN,[]
дендр_NOUN,"['арий', 'он', 'ит']"
холецист_VERB,['ит']
хасид_ADJF,['ск']
люп_NOUN,['орий']
тать_NOUN,['б']
низь_NOUN,[]
ухарь_NOUN,[]
код_PRTF,"['ющ', 'нн']"
актини_ADJF,['ев']
дн_ADVB,['еть']
теллур_ADJF,"['ист', 'ов', 'ическ']"
мног_ADJS,['оньк']
торшон_PRTF,['нн']
хунвейбин_NOUN,[]
домин_NOUN,"['ни', 'ант']"
душ_PRTF,"['енн', 'ащ', 'ивш', 'явш', 'ющ', 'авш', 'ающ']"
та_NOUN,"['ни', 'ени', 'ин', 'к', 'нь', 'ль', 'ост']"
бутерброд_NOUN,"['ец', 'ик']"
восприня_PRTF,"['вш', 'т']"
грабл_NOUN,['ени']
ванад_NOUN,['ий']
олив_ADJF,['ов']
пульвер_PRTF,['нн']
свеч_NOUN,"['ни', 'к', 'ени', 'ник', 'ост']"
ритм_INFN,['ть']
суч_PRTF,"['енн', 'ивш', 'ащ']"
вож_PRTF,['енн']
блажен_INFN,['ть']
краковяк_NOUN,[]
абсцесс_NOUN,[]
теннис_NOUN,"['к', 'ист']"
каракурт_NOUN,[]
маяч_INFN,['ть']
дум_PRTF,"['нн', 'авш', 'ающ', 'анн']"
хищ_NOUN,"['ниц', 'ник', 'ени', 'еств', 'ост']"
син_NOUN,"['ев', 'к', 'ец', 'ий', 'ени', 'юх', 'ок', 'як', 'иц']"
иерат_ADJF,['ическ']
бигуд_NOUN,[]
богем_NOUN,[]
гросфатер_NOUN,[]
паз_NOUN,[]
роман_NOUN,"['изм', 'аци', 'ик', 'чик', 'с', 'ост', 'ск']"
авангард_NOUN,"['изм', 'ист']"
извест_PRTF,['нн']
извес_INFN,['ти']
яшм_ADJF,['ов']
фат_NOUN,['ств']
скромн_ADJF,['еньк']
пазуш_NOUN,"['к', 'ин']"
гащ_INFN,['ть']
цирр_NOUN,['оз']
сыпь_VERB,[]
дразн_PRTF,"['ящ', 'енн', 'ий']"
инертн_NOUN,['ость']
древл_NOUN,['ян']
никел_NOUN,"['к', 'ни', 'ин']"
благ_ADJF,['н']
роль_NOUN,"['щиц', 'н', 'щик']"
свят_INFN,['ть']
манифест_PRTF,['нн']
уш_ADJF,"['н', 'ющ', 'еск', 'аст', 'ск', 'еньк']"
фабуль_ADJF,['н']
тележ_NOUN,"['к', 'онк']"
рентген_ADJF,['ск']
ректор_NOUN,"['ств', 'ат']"
благосклонн_ADJF,[]
гальван_NOUN,"['изм', 'аци', 'ер']"
баклан_ADJF,"['ов', 'ий']"
перш_INFN,['ть']
блаж_PRTF,"['енн', 'авш', 'ующ']"
станци_ADJF,['онн']
кулич_NOUN,"['онок', 'ик', 'ок']"
праздн_ADJF,['ичн']
яров_PRTF,['нн']
мык_INFN,['ть']
эн_ADJF,"['ск', 'н']"
зв_ADJF,"['н', 'нн', 'тельн', 'ан']"
чон_NOUN,[]
мундир_INFN,['ть']
лек_NOUN,"['арь', 'ств', 'к', 'ар']"
сторож_ADVB,[]
мурав_ADJF,['чат']
утес_NOUN,[]
байпас_NOUN,[]
чах_PRTF,"['вш', 'ш']"
марокен_ADJF,['ов']
контрагент_NOUN,[]
анакреонт_NOUN,['ик']
тар_NOUN,"['к', 'ни']"
орлец_NOUN,[]
тиф_NOUN,[]
прапорщик_NOUN,[]
медикамент_ADJF,['озн']
уничиж_INFN,['ть']
постель_NOUN,"['нич', 'ник', 'к']"
вин_INFN,['ть']
штукатур_NOUN,['к']
лилипут_ADJF,['ск']
гезенк_NOUN,[]
пикет_INFN,['ть']
мысел_NOUN,[]
блок_PRTF,"['нн', 'авш', 'н', 'ующ']"
инвентар_NOUN,"['атор', 'аци']"
эшелон_PRTF,['нн']
примул_NOUN,[]
эссенци_NOUN,[]
карнаваль_ADJF,['н']
тантьем_NOUN,[]
ноне_ADJF,['шн']
корон_NOUN,"['ни', 'аци', 'к']"
опроверж_ADJF,"['им', 'енн']"
стереж_PRTF,['енн']
шершн_ADJF,['ев']
вреж_PRTF,['енн']
бабув_NOUN,"['изм', 'ист']"
лихтер_NOUN,[]
крикет_NOUN,[]
топч_PRTF,"['ущ', 'ий']"
гаер_ADJF,['ск']
альтер_NOUN,['аци']
журналь_ADJF,['н']
луноч_NOUN,['к']
калибр_INFN,['ть']
пинт_NOUN,[]
калош_NOUN,['ниц']
никот_ADJF,"['ов', 'н']"
астрахан_NOUN,['к']
камен_INFN,['ть']
вокал_NOUN,"['аци', 'ист', 'из', 'изм']"
сул_PRTF,['енн']
гумус_ADJF,['ов']
фальцет_ADJF,['н']
агрег_INFN,['ть']
иезуит_INFN,['ть']
финн_NOUN,['оз']
траур_NOUN,['ниц']
щен_INFN,['ть']
гроб_INFN,['ть']
протект_NOUN,"['ор', 'ат']"
мещер_ADJF,"['ск', 'к']"
хулиган_PRTF,['ющ']
доклад_VERB,['ник']
теп_NOUN,[]
куст_NOUN,"['ек', 'ик', 'ник']"
маклер_NOUN,['ств']
запад_NOUN,[]
тяж_PRTF,"['енн', 'аем', 'ивш', 'ющ']"
плотнич_ADJF,"['ий', 'н', 'еск']"
частух_NOUN,[]
сублим_INFN,['ть']
словац_ADVB,['к']
хохм_INFN,['ть']
сусл_NOUN,['енок']
раввин_ADJF,['ск']
довольн_ADVB,[]
розн_ADJF,"['н', 'енн']"
поляч_PRTF,['енн']
колд_INFN,['ть']
камбодж_ADJF,['ск']
бавар_ADJF,['ск']
прем_ADJF,['н']
па_PRTF,"['нн', 'вш']"
фидер_ADJF,['н']
салицил_ADJF,['ов']
костыл_NOUN,['ик']
сыщ_NOUN,"['ени', 'ост']"
декрет_INFN,['ть']
контроль_NOUN,['ость']
осл_ADJF,['ин']
те_NOUN,"['изм', 'ист', 'к']"
инфаркт_ADJF,['н']
тверд_ADJF,"['л', 'ющ', 'н', 'оват']"
колон_ADJF,"['ск', 'н', 'онн', 'чат']"
фильдекос_NOUN,[]
тр_ADVB,"['жды', 'ем', 'ей', 'о', 'н']"
тропарь_NOUN,[]
аз_NOUN,[]
краш_NOUN,"['ни', 'ени', 'ин', 'ств', 'и']"
мытищ_ADJF,['ск']
круж_PRTF,"['енн', 'ащ', 'ивш', 'авш', 'аем']"
радикал_NOUN,['изм']
анарх_NOUN,"['ист', 'изм', 'к']"
экзеку_NOUN,"['ци', 'тор']"
дифференц_ADJF,['нн']
собор_PRTF,['нн']
круж_GRND,['ищ']
свинц_ADJF,"['ист', 'ов']"
тей_ADJF,"['н', 'ск']"
пяст_NOUN,['к']
сроч_NOUN,"['к', 'ик', 'ость']"
плес_NOUN,[]
тунис_ADJF,['ск']
там_ADJF,['ошн']
вол_ADVB,"['у', 'ей']"
сас_PRTF,['ющ']
ряб_INFN,['ть']
минускуль_ADJF,['н']
июль_NOUN,[]
чопорн_ADJF,[]
станций_NOUN,['к']
грунт_ADJF,"['н', 'ов']"
метил_NOUN,['ен']
медвежь_ADVB,[]
дендр_ADJF,"['н', 'ическ']"
модел_INFN,['ть']
угомон_NOUN,[]
сня_PRTF,['т']
артист_NOUN,"['к', 'изм', 'ост']"
регион_ADJF,"['арн', 'альн']"
блат_ADJF,"['н', 'ск', 'енн', 'ивш']"
преда_NOUN,"['тель', 'ниц', 'ств']"
жуч_NOUN,['ок']
саксон_ADJF,['ск']
пуг_NOUN,['ость']
башлык_NOUN,[]
берц_NOUN,[]
гондоль_NOUN,['ер']
девят_ADJF,"['ов', 'ичн', 'и', 'н']"
инструкт_NOUN,"['аж', 'ор', 'ни']"
кля_PRTF,"['вш', 'т', 'ущ']"
мел_ADVB,['к']
напыщ_ADJF,['енн']
бн_NOUN,['ость']
гаубич_ADJF,['н']
атрибуц_NOUN,['и']
схоласт_NOUN,['ик']
гардероб_NOUN,"['щик', 'щиц']"
хорунж_NOUN,[]
порошок_NOUN,[]
ясл_NOUN,[]
мансард_ADJF,['н']
обяз_ADJF,"['тельн', 'нн', 'н', 'енн']"
деспот_NOUN,"['изм', 'и']"
колони_ADJF,"['альн', 'ск']"
мертв_ADJF,"['енн', 'л', 'к', 'ецк', 'ел']"
пшик_NOUN,[]
ханты_ADJF,['ск']
фал_NOUN,[]
застенчив_ADJF,[]
инструмент_ADJF,['альн']
карпат_ADJF,['ск']
ножнич_NOUN,['к']
пломб_INFN,['ть']
репе_NOUN,['ек']
клас_INFN,['ть']
астм_NOUN,['ик']
гвиней_ADJF,['ск']
деч_ADJF,['н']
трач_NOUN,['ни']
обруч_ADJF,['н']
капт_NOUN,['аж']
ключ_ADJF,"['ий', 'н', 'ев', 'еск']"
шлыч_NOUN,['ок']
идиот_NOUN,"['ств', 'изм', 'и', 'к']"
солитер_NOUN,[]
десят_NOUN,"['ек', 'к', 'ник', 'ин', 'ск', 'ик', 'ок']"
щеч_ADJF,['н']
заключ_INFN,['ть']
лабор_ADJF,"['н', 'ск']"
добродетель_NOUN,[]
десант_NOUN,"['ник', 'ни']"
штукова_INFN,['ть']
бидон_NOUN,['чик']
сивер_NOUN,[]
литов_NOUN,"['ец', 'к']"
тюбинг_NOUN,[]
кладь_NOUN,[]
вою_ADJF,['ющ']
рожд_PRTF,['енн']
маск_INFN,['ть']
сусл_PRTF,['енн']
лантан_NOUN,"['ид', 'оид']"
движ_INFN,['ть']
вез_NOUN,"['ени', 'ест']"
вь_NOUN,"['чик', 'юн', 'ок', 'ек']"
пресмыка_PRTF,"['ее', 'ий']"
кисть_NOUN,[]
клубн_NOUN,"['ик', 'к']"
эпителий_NOUN,[]
адыгей_ADJF,['ск']
блюз_NOUN,[]
луж_PRTF,['енн']
шелох_INFN,['ть']
воздвиж_NOUN,['ени']
горьк_ADJF,['оват']
параллель_NOUN,[]
разоблач_INFN,['ть']
дам_ADJF,['ск']
контейнер_NOUN,['аци']
офсайд_NOUN,[]
страз_NOUN,[]
гаит_NOUN,"['к', 'ин']"
ай_NOUN,['нь']
рец_ADJF,['к']
популяр_ADJF,['н']
столяр_NOUN,"['н', 'к', 'еств']"
порошоч_ADJF,['н']
калган_NOUN,[]
деж_NOUN,"['ин', 'к', 'онк']"
лавл_ADJF,['ющ']
гусенич_ADJF,['н']
сенсибил_NOUN,"['аци', 'атор']"
хребт_NOUN,['ин']
порей_NOUN,[]
фанариот_ADJF,['ск']
детермин_ADJF,"['ск', 'ическ', 'онн', 'анн', 'еск']"
триангул_NOUN,['яци']
сиг_ADJF,['ов']
досяг_INFN,['ть']
сив_INFN,['ть']
утор_NOUN,['к']
корей_ADJF,['ск']
граци_ADJF,['озн']
холод_NOUN,"['юг', 'ищ', 'ок', 'юк', 'ин', 'ец', 'ани', 'ик', 'ост']"
колокол_NOUN,"['ец', 'к']"
овеч_NOUN,['к']
туреч_INFN,['ть']
фтор_ADJF,['ист']
глист_ADJF,['н']
ку_NOUN,"['ин', 'ни', 'шк', 'онок']"
кардиналь_ADJF,"['ск', 'н']"
фалер_NOUN,['ик']
этажерк_NOUN,[]
машин_PRTF,['нн']
орл_NOUN,"['иц', 'ик', 'енок', 'ан', 'ец']"
чубар_ADJF,[]
роллер_NOUN,[]
поим_NOUN,['к']
молож_NOUN,"['ени', 'ост']"
эстамп_ADJF,['н']
орнамент_INFN,['ть']
наж_INFN,['ть']
ломбард_ADJF,['н']
шеч_ADJF,"['н', 'ий']"
арат_ADJF,['ск']
цыган_INFN,['ть']
плач_INFN,"['ть', 'ив']"
зонд_INFN,['ть']
гибрид_NOUN,"['аци', 'атор']"
хул_NOUN,"['к', 'тель', 'ени']"
штапель_NOUN,[]
силикат_NOUN,[]
ракуш_ADJF,"['ов', 'н']"
кукуруз_NOUN,['ник']
мастурб_NOUN,['аци']
бочеч_ADJF,['н']
благочест_ADJF,['ив']
мундир_NOUN,['чик']
кожуш_NOUN,['ок']
харк_NOUN,"['ни', 'нь']"
чинар_NOUN,[]
мрамор_INFN,['ть']
гинецей_NOUN,[]
ядр_ADJF,"['ов', 'ен']"
дур_PRTF,"['ющ', 'енн', 'ащ', 'ивш']"
вих_INFN,['ть']
систем_INFN,['ть']
бессемер_ADJF,['ск']
футер_PRTF,['нн']
фабр_INFN,['ть']
грубл_NOUN,['ени']
азеф_NOUN,['щин']
тиун_NOUN,[]
птер_NOUN,[]
эвфон_ADJF,['ическ']
корзин_ADJF,['н']
тест_INFN,['ть']
кардамон_ADJF,"['ов', 'н']"
хруст_COMP,['ч']
весел_PRTF,"['енн', 'ящ', 'ивш']"
церковь_NOUN,[]
дек_ADJF,['ов']
крепк_ADVB,[]
подоба_ADJF,['ющ']
марокк_ADJF,['ск']
стер_NOUN,"['оид', 'ин']"
индивид_NOUN,"['изм', 'к', 'ист', 'ость']"
юрод_INFN,['ть']
терпк_NOUN,['ость']
кудел_NOUN,['юшк']
спят_INFN,['ть']
мимо_ADJF,['ущ']
консигн_ADJF,['онн']
крат_INFN,['ть']
пуст_ADVB,['у']
бер_NOUN,['их']
реч_NOUN,"['онк', 'и', 'еньк', 'ик', 'ени', 'ость', 'ост', 'к']"
тимофе_NOUN,['к']
созна_NOUN,"['ость', 'ни']"
пономар_NOUN,"['их', 'иц']"
бонбоньерк_NOUN,[]
жа_ADJF,"['енн', 'т']"
пижам_ADJF,['н']
квартир_ADJF,['н']
атроф_PRTF,['нн']
вишень_NOUN,[]
зависть_NOUN,[]
архив_NOUN,"['ариус', 'ист']"
тай_ADJF,"['н', 'ск']"
дискримин_INFN,['ть']
пунктир_PRTF,['нн']
ступен_ADJF,"['чат', 'ат']"
наян_NOUN,[]
инструкт_PRTF,['нн']
бурлац_ADJF,['к']
суж_INFN,"['ть', 'ив']"
энерг_NOUN,"['ик', 'изм', 'и', 'ость', 'ост']"
серпент_NOUN,['арий']
еми_NOUN,[]
тряс_COMP,['ч']
экономич_ADJF,['еск']
морож_NOUN,"['ени', 'ен', 'щик', 'иц', 'щиц']"
просвет_NOUN,"['ств', 'тель']"
тысяч_NOUN,"['ник', 'ниц', 'к']"
д_NOUN,['т']
вызвол_INFN,['ть']
общ_ADJF,"['тельн', 'енн', 'еск', 'н', 'инн']"
крохал_ADJF,['ев']
каталит_ADJF,['ическ']
ключ_PRTF,"['енн', 'ющ', 'авш', 'аем', 'ающ', 'ш', 'ивш']"
раздраж_INFN,['ть']
христ_NOUN,"['аци', 'ин', 'к', 'ств']"
цигарк_NOUN,[]
ступич_ADJF,['н']
катализ_INFN,['ть']
дорожь_ADJF,[]
альтру_NOUN,"['к', 'изм', 'ист']"
разврат_INFN,['ть']
помидор_NOUN,['чик']
хлопот_ADJF,['н']
обруч_NOUN,[]
ляжк_NOUN,[]
ягноб_ADJF,['ск']
горч_INFN,['ть']
аллилуй_ADJF,['н']
англик_ADJF,['ск']
визг_NOUN,['ни']
чукч_NOUN,['анк']
врем_ADVB,"['ен', 'я']"
лял_NOUN,[]
рис_PRTF,"['нн', 'анн', 'ем']"
сочета_ADJF,['тельн']
осу_INFN,['ть']
препира_INFN,['ть']
ниппель_NOUN,[]
совест_NOUN,"['ость', 'ост']"
шпунт_ADJF,"['н', 'ов']"
дорож_COMP,[]
толч_ADJF,"['н', 'ен']"
зыв_NOUN,"['ость', 'ни', 'ник', 'ани', 'ост']"
альтер_ADJF,['ивн']
анер_NOUN,['оид']
берем_ADJF,['енн']
кортес_NOUN,[]
контач_INFN,['ть']
нитр_ADJF,"['ов', 'н']"
кудахч_PRTF,['ущ']
мож_ADJF,"['н', 'енн']"
зев_NOUN,['от']
спин_NOUN,"['к', 'ник']"
колбас_NOUN,"['к', 'ник']"
копч_PRTF,['енн']
татар_ADJF,['ск']
тюрем_NOUN,['щик']
диатез_NOUN,[]
мутон_NOUN,[]
демонстр_PRTF,"['нн', 'авш', 'ующ', 'анн']"
гроб_ADJF,"['н', 'ов']"
ротон_NOUN,[]
превзойд_ADJF,['енн']
лабильн_ADJF,[]
галактик_NOUN,['и']
архив_ADJF,['н']
напряг_INFN,['ть']
башибузук_ADJF,['ск']
крюч_INFN,['ть']
вьюшк_NOUN,[]
веш_INFN,"['ть', 'ив']"
конкурс_NOUN,['ант']
ром_ADJF,['ов']
резон_PRTF,['енн']
дышл_NOUN,[]
луб_NOUN,"['ек', 'к', 'ок']"
сем_INFN,['ть']
тес_ADJF,"['н', 'нн', 'ов']"
уме_INFN,['ть']
произнос_INFN,['ть']
кишеч_ADJF,['н']
доломит_ADJF,"['н', 'ов']"
кляуз_NOUN,"['ниц', 'ник', 'еств']"
колонн_NOUN,['ад']
акаци_ADJF,['ев']
мк_PRTF,"['т', 'увш']"
ангар_NOUN,[]
индук_NOUN,['ци']
циркуль_ADJF,['н']
по_INFN,['ть']
эдельвейс_NOUN,[]
герман_INFN,['ть']
кинестет_ADJF,['ическ']
парадигм_NOUN,['ик']
праст_INFN,"['ть', 'ыв']"
семей_NOUN,"['к', 'ств', 'ость', 'ост']"
назал_INFN,['ть']
крин_ADJF,['н']
инфиц_NOUN,['ни']
хряс_ADJF,"['к', 'вш']"
огн_ADJF,"['ист', 'ев', 'енн']"
отрица_ADJF,['тельн']
зев_PRTF,['нн']
хозя_NOUN,"['юшк', 'ин']"
жестк_ADJF,['оват']
препар_INFN,['ть']
сигнал_PRTF,"['нн', 'енн']"
полем_INFN,['ть']
эстет_ADJF,"['еск', 'ск', 'ичн']"
колон_NOUN,"['атор', 'аци', 'к', 'ист', 'ств', 'и']"
страш_NOUN,"['и', 'ищ', 'ени', 'л', 'к']"
газ_PRTF,"['ющ', 'ий', 'нн', 'анн']"
палатал_PRTF,['нн']
суден_NOUN,['ышк']
остерег_INFN,['ть']
мастик_ADJF,['ов']
удостовер_PRTF,['енн']
седм_NOUN,"['иц', 'ин']"
антологи_NOUN,[]
экскав_ADJF,['н']
киш_INFN,['ть']
лев_INFN,['ть']
ближ_NOUN,"['ени', 'ость', 'ост']"
зре_ADJF,['л']
упруж_COMP,[]
почечуй_NOUN,['ник']
щедр_NOUN,"['от', 'ость']"
оскорб_INFN,['ть']
кочерыг_NOUN,[]
бадр_NOUN,['ни']
бав_ADJF,['н']
кудель_NOUN,['к']
австрий_ADJF,['ск']
эвенк_NOUN,['к']
лет_ADJS,['н']
вопрош_INFN,['ть']
вечер_INFN,['ть']
бах_INFN,['ть']
назой_ADJF,['лив']
пособ_NOUN,"['еств', 'и', 'ниц']"
супон_PRTF,['енн']
вех_NOUN,"['ец', 'ист', 'ств']"
амиант_NOUN,[]
рядн_NOUN,['ин']
мастач_INFN,['ть']
мразь_NOUN,[]
брызг_NOUN,"['нь', 'к', 'л', 'тель', 'ик']"
кетч_NOUN,[]
перкут_INFN,['ть']
бит_ADJS,[]
сооруж_PRTF,['енн']
перь_ADJF,['ев']
пло_PRTF,['енн']
слив_NOUN,"['к', 'ин']"
латыш_ADVB,['ск']
копул_INFN,['ть']
соревнова_ADJF,['тельн']
груббер_NOUN,[]
опс_NOUN,['и']
коридор_ADJF,['н']
монтаж_NOUN,"['ер', 'ник']"
проявл_PRTF,['енн']
леч_ADJF,"['ебн', 'им', 'н', 'ен']"
цен_PRTF,"['енн', 'авш', 'аем', 'ающ', 'им']"
скуч_ADVB,['н']
фактор_ADJF,['ск']
ворк_INFN,['ть']
фтонг_ADJF,['ическ']
ватерпас_NOUN,[]
герменевт_ADJF,['еск']
матрац_NOUN,['ник']
фляж_ADJF,['н']
доволь_NOUN,"['и', 'ств']"
батальон_ADJF,['н']
диск_PRTF,['нн']
ополч_INFN,['ть']
зда_NOUN,"['ств', 'тель']"
нуд_INFN,"['ть', 'ов']"
тасс_NOUN,['ец']
био_NOUN,"['ник', 'ин', 'ит', 'ик']"
бурт_NOUN,"['ик', 'ни']"
крюч_PRTF,['енн']
математ_ADJF,['еск']
талисман_NOUN,[]
христ_ADJF,['ск']
ряд_ADVB,"['у', 'ом']"
высок_ADVB,[]
ассимил_NOUN,"['яци', 'ятор', 'ни', 'ств']"
озадач_INFN,['ть']
предупрежд_PRTF,['ющ']
далек_ADJS,['оньк']
удобн_ADVB,[]
секвой_NOUN,[]
мозол_PRTF,"['енн', 'ивш', 'ящ']"
куч_NOUN,"['ость', 'ник', 'к', 'ни']"
принадлеж_INFN,['ть']
гиб_VERB,[]
приспособл_INFN,['ть']
агав_NOUN,[]
фискал_NOUN,[]
закон_PRTF,['енн']
пролетар_NOUN,"['к', 'аци', 'ск']"
янтар_ADJF,['н']
досад_INFN,['ть']
гож_ADJS,[]
килеч_NOUN,['к']
аукцион_NOUN,['ист']
юш_NOUN,"['ость', 'к', 'ник']"
бензин_ADJF,"['ов', 'н']"
шумер_NOUN,[]
фанер_NOUN,"['ни', 'к']"
колыш_PRTF,"['ий', 'ущ']"
куролес_INFN,['ть']
резерв_NOUN,"['ист', 'ат', 'аци', 'ани', 'ар']"
соглаш_ADJF,['ск']
ампут_INFN,['ть']
рапсоди_NOUN,[]
