root,prefixes
земель_NOUN,"['под', 'без']"
славл_PRTF,"['вос', 'о', 'бес', 'про', 'рас', 'об', 'у']"
лопаст_ADJF,['без']
лютик_NOUN,[]
валь_NOUN,"['роз', 'у', 'раз', 'об', 'про', 'с']"
джинс_NOUN,[]
курлы_PRTF,[]
магарыч_NOUN,[]
лас_NOUN,[]
стращ_INFN,"['по', 'за', 'на']"
звер_ADJS,[]
искон_ADJF,[]
турн_ADJS,[]
ста_PRTF,"['пред', 'при', 'в', 'вос', 'о']"
минускул_NOUN,[]
рыб_ADJF,['по']
драп_PRTF,['за']
дезертир_NOUN,[]
доступ_ADJF,[]
цилиндр_ADJF,['в']
арч_VERB,[]
рядь_NOUN,['между']
ляль_NOUN,[]
сезам_NOUN,[]
карет_NOUN,[]
битум_ADJF,[]
улюлю_NOUN,[]
кун_NOUN,[]
кальвин_ADJF,[]
адь_NOUN,[]
врач_INFN,['у']
фейс_NOUN,['интер']
угр_NOUN,[]
визи_NOUN,[]
куд_ADVB,['от']
координ_INFN,['с']
живопис_INFN,[]
гля_INFN,"['вз', 'при', 'пере', 'о', 'вы', 'за']"
росомаш_ADJF,[]
битл_NOUN,[]
нежин_ADJF,[]
конфер_NOUN,[]
шин_ADJF,['о']
пауз_NOUN,[]
сосед_ADJF,[]
ректор_ADJF,['про']
шагрен_ADJF,[]
азям_NOUN,[]
кабестан_NOUN,[]
париж_ADJF,[]
вульгар_ADJF,[]
козыр_ADJF,['бес']
озон_NOUN,[]
тарелоч_NOUN,[]
бунт_PRTF,"['вз', 'пере']"
фисташк_ADJF,[]
пуч_PRTF,"['рас', 'вы', 'вс']"
быт_ADJF,"['без', 'у']"
дорож_NOUN,"['по', 'вз', 'у']"
стражд_ADJF,[]
ынициатив_ADJF,['без']
эпидем_NOUN,[]
парад_NOUN,[]
ворк_NOUN,['от']
дизайн_NOUN,[]
ясель_NOUN,[]
рост_ADJF,"['под', 'вы', 'от']"
корот_INFN,"['у', 'о', 'с', 'под', 'за']"
мох_NOUN,[]
раеш_ADJF,[]
экзамен_NOUN,"['гос', 'пере']"
требуш_NOUN,[]
комплект_PRTF,"['у', 'с', 'раз', 'пере', 'рас', 'до']"
интегр_INFN,[]
призор_NOUN,[]
войлач_INFN,['с']
ягел_ADJF,[]
букс_ADJF,[]
заключ_NOUN,['пере']
говл_INFN,"['раз', 'за']"
шаромыж_INFN,[]
ротор_NOUN,[]
магнит_INFN,"['на', 'раз']"
юнак_NOUN,[]
верч_NOUN,['на']
портупе_NOUN,[]
двиг_PRTF,"['по', 'за', 'пере', 'про', 'раз', 'с']"
траф_INFN,"['у', 'по']"
мурен_NOUN,[]
парабол_ADJF,[]
коралл_ADJF,[]
блест_ADJF,['не']
ибикон_NOUN,[]
грейд_NOUN,[]
нунций_NOUN,[]
вазелин_NOUN,[]
плебей_NOUN,[]
проч_INFN,['у']
змей_NOUN,[]
коготь_NOUN,[]
верт_ADJF,"['у', 'экстра', 'раз', 'за']"
макет_INFN,[]
генераль_INFN,[]
концип_INFN,[]
веревоч_ADJF,[]
окклюд_PRTF,[]
глуш_PRTF,"['на', 'при', 'за', 'о', 'пере']"
свеч_ADJF,[]
поко_PRTF,"['по', 'бес', 'у', 'о', 'за']"
набоб_NOUN,[]
хлеб_PRTF,"['вы', 'с', 'по', 'рас', 'от', 'до']"
ступ_ADJF,"['не', 'при', 'от', 'в', 'на', 'под', 'до', 'пре', 'у']"
бут_NOUN,['за']
надсаж_INFN,[]
гурт_NOUN,[]
чум_INFN,['о']
турк_INFN,['за']
концепт_ADJF,[]
бров_ADJF,"['без', 'над']"
труш_PRTF,"['под', 'вы', 'с', 'рас', 'при', 'пере', 'на']"
креса_INFN,[]
случ_PRTF,[]
плеш_NOUN,['про']
вакуум_ADJF,[]
молвл_PRTF,"['про', 'вы', 'по']"
сурьм_ADJF,[]
керч_NOUN,[]
корч_NOUN,"['вы', 'рас']"
след_ADVB,[]
сочин_ADJF,[]
чемодан_NOUN,[]
сверл_PRTF,"['рас', 'на', 'ис', 'про', 'до', 'вы']"
вкусн_ADJF,['пре']
сопран_ADJF,[]
мерк_INFN,"['с', 'по']"
акаци_NOUN,[]
отороп_ADJF,[]
силиц_NOUN,[]
кирасир_ADJF,[]
лодыр_NOUN,[]
выруч_NOUN,[]
регали_NOUN,[]
фуг_PRTF,"['с', 'при']"
крыль_NOUN,['над']
мораж_NOUN,"['от', 'про', 'об', 'вы', 'раз', 'в', 'за', 'пере', 'под', 'при']"
зате_PRTF,[]
стирол_ADJF,[]
навоз_NOUN,[]
юрист_NOUN,[]
дуль_NOUN,['на']
сторн_INFN,[]
совпа_PRTF,[]
затылок_NOUN,['под']
эскимос_ADJF,[]
арап_NOUN,[]
верезж_INFN,['за']
шпиг_INFN,"['на', 'про', 'за']"
голос_NOUN,"['от', 'под', 'без']"
буч_INFN,"['от', 'за', 'на']"
разор_NOUN,[]
бочаж_NOUN,[]
компост_INFN,"['про', 'за']"
ровес_NOUN,[]
шах_NOUN,[]
кантор_NOUN,[]
нитр_INFN,[]
ради_ADJF,[]
воробей_NOUN,[]
ярк_NOUN,[]
цинк_PRTF,['о']
принц_NOUN,[]
карг_NOUN,[]
диплом_ADJF,['пред']
экспорт_INFN,['ре']
орок_NOUN,[]
имажин_NOUN,[]
радио_NOUN,[]
рогоз_ADJF,[]
запас_NOUN,[]
ворс_NOUN,[]
лест_INFN,['у']
лиц_INFN,"['пере', 'об']"
тумбл_NOUN,[]
сорт_PRTF,"['рас', 'на', 'от', 'пере']"
елл_NOUN,[]
уволь_NOUN,[]
шейх_NOUN,[]
корвалол_NOUN,[]
ворох_NOUN,[]
одр_NOUN,[]
эрод_INFN,[]
детермин_INFN,[]
вестн_ADJF,['из']
степс_NOUN,[]
лесс_PRTF,[]
фант_NOUN,[]
агломер_NOUN,[]
кольмат_INFN,[]
тен_INFN,"['при', 'за', 'о', 'от']"
конверт_ADJF,[]
квохт_NOUN,[]
заиск_INFN,[]
тут_ADJF,[]
сермяг_NOUN,[]
абсолют_ADVB,[]
углерож_NOUN,"['на', 'об']"
булгач_INFN,[]
бензин_NOUN,['от']
дразн_NOUN,"['пере', 'под']"
метол_NOUN,[]
гарпун_ADJF,[]
маяк_NOUN,[]
пряж_PRTF,"['вы', 'при', 'рас', 'от', 'под', 'со', 'за', 'в', 'пере', 'с']"
порошк_ADJF,[]
фокус_INFN,"['рас', 'с']"
разгильдяй_NOUN,[]
стеколь_NOUN,[]
орел_NOUN,[]
пульс_ADJF,['им']
план_ADJF,"['сверх', 'бес', 'не', 'вне']"
страус_ADJF,[]
шлейф_NOUN,[]
вегетари_INFN,[]
ухич_PRTF,[]
бонн_NOUN,[]
контакт_ADJF,"['не', 'бес']"
роял_ADJF,[]
изда_INFN,['пере']
прият_PRTF,[]
упражн_INFN,['по']
климат_PRTF,[]
трансформ_NOUN,[]
дич_INFN,"['по', 'за', 'о']"
сочета_NOUN,[]
подл_INFN,"['о', 'на', 'ис', 'с']"
берег_PRTF,"['при', 'у', 'по', 'с']"
земел_NOUN,"['о', 'без']"
страш_INFN,['у']
добы_PRTF,['раз']
кас_INFN,"['со', 'при']"
рикш_NOUN,[]
дифтер_NOUN,[]
дедерон_ADJF,[]
кремеш_NOUN,[]
компенди_NOUN,[]
пропан_NOUN,[]
клык_ADJF,[]
кля_ADJF,"['рас', 'про', 'тре', 'за']"
каракуль_ADJF,[]
тунгус_ADJF,[]
габион_ADJF,[]
указ_ADJF,['не']
скры_INFN,[]
скандал_INFN,"['по', 'за', 'о', 'на']"
пшен_NOUN,[]
бактер_PRTF,[]
плисс_INFN,[]
пушк_NOUN,[]
полн_ADVB,"['до', 'на', 'с']"
альманаш_ADJF,[]
сал_ADJF,['за']
капел_NOUN,[]
шут_INFN,"['вы', 'с', 'рас', 'до', 'по', 'под', 'от']"
фин_ADJF,['при']
цесар_NOUN,[]
аммиак_NOUN,[]
способн_NOUN,['не']
формат_ADJF,[]
атр_ADJF,[]
шапк_NOUN,[]
апперцепт_ADJF,[]
зулус_ADJF,[]
штабел_NOUN,[]
позж_COMP,['по']
просфор_NOUN,[]
бран_NOUN,['пере']
рояль_NOUN,[]
гвардей_ADJF,[]
четыр_NUMR,[]
ище_NOUN,[]
бород_INFN,['о']
регулярн_ADJF,['не']
ындивид_ADJF,['над']
плевр_ADJF,[]
перв_ADJF,[]
храп_INFN,"['про', 'по', 'вс', 'за']"
творож_INFN,['с']
гуж_NOUN,[]
воспит_PRTF,['пере']
тил_NOUN,[]
искус_ADJF,"['пре', 'не']"
неказист_ADJF,[]
ватман_NOUN,[]
изувер_ADJF,[]
цоколь_NOUN,[]
интенс_ADJF,[]
стесн_INFN,['по']
степь_NOUN,"['под', 'пред']"
груп_NOUN,[]
скаме_NOUN,[]
даль_ADJF,[]
гумм_INFN,[]
флигель_NOUN,[]
та_ADJF,"['по', 'за', 'под']"
браж_NOUN,[]
вавилон_ADJF,[]
жмур_INFN,"['при', 'со', 'за']"
чищ_NOUN,"['о', 'вы', 'про']"
швейцар_NOUN,[]
прям_NOUN,"['вы', 'на']"
сед_ADJF,"['не', 'по', 'у']"
компон_PRTF,"['пере', 'с']"
подагр_NOUN,[]
ро_PRTF,"['с', 'от']"
обещ_PRTF,"['на', 'по']"
позитив_NOUN,['диа']
пег_ADJF,[]
плеч_NOUN,"['у', 'на', 'за']"
гнуш_INFN,['по']
господ_NOUN,[]
зв_INFN,"['ото', 'по', 'про', 'обо', 'воз', 'вы', 'до', 'за', 'на', 'подо', 'при', 'со']"
копыль_NOUN,['на']
амазон_NOUN,[]
ч_ADVB,"['ни', 'от']"
байц_INFN,[]
мат_ADJF,"['без', 'за', 'вне']"
росси_NOUN,[]
взвод_NOUN,['у']
гнезд_INFN,"['у', 'в']"
окул_NOUN,[]
завед_NOUN,[]
влаж_ADJF,['у']
спокойн_ADJF,"['не', 'пре']"
мали_NOUN,[]
став_ADJF,"['на', 'в', 'пере', 'вы', 'при', 'от', 'по', 'над', 'пред', 'со', 'у']"
поп_NOUN,"['рас', 'бес', 'прото']"
фарисей_INFN,[]
волшеб_ADJF,[]
монарх_NOUN,[]
лест_ADJF,['не']
черв_INFN,"['за', 'о']"
эмульс_NOUN,[]
парш_NOUN,[]
бакан_NOUN,[]
равнодуш_ADJF,['не']
гвозд_INFN,['при']
мирабел_ADJF,[]
раин_ADJF,[]
дит_NOUN,[]
инициал_NOUN,[]
изб_NOUN,[]
буксир_NOUN,[]
конфликт_INFN,[]
экип_INFN,[]
шпак_NOUN,[]
перлюстр_NOUN,[]
клиш_INFN,[]
иерарх_NOUN,[]
колос_ADJF,[]
спиноз_NOUN,[]
корыст_NOUN,['бес']
пут_ADVB,['не']
лака_INFN,['вы']
шип_INFN,"['за', 'про']"
мочал_INFN,"['из', 'раз']"
наждак_NOUN,[]
угод_NOUN,[]
пастораль_NOUN,[]
интегр_NOUN,['дез']
заповед_NOUN,[]
кабал_PRTF,"['рас', 'за']"
колых_NOUN,[]
фильдекос_ADJF,[]
патриот_NOUN,[]
вен_ADJF,"['под', 'внутри']"
ипотек_NOUN,[]
сид_ADVB,[]
трач_PRTF,"['по', 'ис', 'рас', 'пере', 'у', 'за', 'на']"
приглас_INFN,[]
тощ_NOUN,['ис']
ферлакур_NOUN,[]
пат_ADJF,"['анти', 'а', 'сим', 'эм']"
стеллаж_ADJF,[]
черч_NOUN,"['вы', 'пере']"
трасс_PRTF,['за']
кросн_NOUN,[]
рж_ADJF,"['не', 'про']"
католич_NOUN,[]
власт_NOUN,['без']
тур_PRTF,"['про', 'вы']"
сифон_ADJF,[]
хорон_ADJF,['по']
куск_ADJF,[]
кашл_INFN,"['вы', 'от', 'по', 'под', 'про', 'за', 'на', 'рас']"
юст_PRTF,[]
кокс_PRTF,['на']
пакистан_ADJF,[]
сковород_ADJF,[]
стопор_ADJF,[]
аспект_NOUN,[]
порожн_INFN,"['о', 'вы']"
кантилен_NOUN,[]
благослов_INFN,[]
варган_INFN,['с']
бренд_INFN,['с']
мускуль_ADJF,[]
дубрав_ADJF,[]
антицип_ADJF,[]
кулаж_NOUN,[]
вельмож_NOUN,[]
стяжь_NOUN,['при']
пауз_ADJF,[]
патруль_NOUN,[]
шлихт_INFN,"['рас', 'о']"
дорог_ADJF,['не']
каталон_NOUN,[]
стыд_NOUN,"['бес', 'по']"
ган_ADJF,[]
нард_ADJF,[]
апелляци_ADJF,['без']
руб_PRTF,"['из', 'в', 'вы', 'за', 'над', 'на', 'об', 'от', 'пере', 'под', 'по', 'с']"
лужиц_ADJF,[]
басурман_INFN,['о']
темн_INFN,['с']
баллон_ADJF,[]
соловь_ADJF,[]
шток_NOUN,[]
нужн_NOUN,['не']
тырс_NOUN,[]
контур_ADJF,[]
ретушь_NOUN,[]
реконструкт_ADJF,[]
игумен_NOUN,[]
аборд_NOUN,[]
афродит_NOUN,[]
бруцелл_ADJF,[]
тевтон_NOUN,[]
блек_INFN,['по']
мутовч_ADJF,[]
мурова_PRTF,"['раз', 'об', 'за', 'в']"
диван_ADJF,[]
спряг_INFN,['про']
вердикт_NOUN,[]
шкур_INFN,[]
аквамарин_ADJF,[]
оку_PRTF,[]
сундуч_ADJF,[]
тих_ADJS,"['ис', 'под']"
компромет_INFN,['с']
партизан_ADJF,[]
сурик_NOUN,[]
дикобраз_NOUN,[]
опущ_PRTF,['у']
бессемер_NOUN,[]
браж_INFN,"['по', 'с', 'вы']"
трел_PRTF,[]
караван_ADJF,[]
киндяк_NOUN,[]
гимназ_NOUN,[]
шеллач_ADJF,[]
ров_NOUN,[]
пропаганд_NOUN,['контр']
товар_NOUN,"['за', 'о', 'под', 'пром']"
кат_ADVB,"['на', 'вы']"
чащ_COMP,['по']
русл_ADJF,['при']
батарей_NOUN,[]
собственн_ADJF,[]
смир_NOUN,['у']
молозив_NOUN,[]
изврат_INFN,[]
рангоут_NOUN,[]
казен_ADJF,[]
грех_ADJF,['без']
ягн_INFN,"['объ', 'о']"
шишк_ADJF,[]
проем_ADJF,[]
изъя_PRTF,[]
лег_ADJS,[]
дуршлаг_NOUN,[]
дир_PRTF,['раз']
зр_PRTF,"['у', 'вы', 'на', 'обо', 'пере', 'по', 'до', 'пре', 'про', 'со']"
келар_ADJF,[]
онан_INFN,[]
штраф_NOUN,[]
парусин_NOUN,[]
дрезин_NOUN,[]
утол_INFN,[]
протест_NOUN,[]
квартирь_NOUN,[]
древ_NOUN,"['о', 'раз']"
гильотин_INFN,[]
фельдшер_NOUN,[]
истукан_NOUN,[]
шаг_NOUN,['у']
думпер_NOUN,[]
плю_NOUN,[]
пыж_INFN,['на']
бархат_NOUN,['у']
бурж_NOUN,[]
драгун_NOUN,[]
твораж_INFN,['с']
лг_NOUN,[]
француз_ADJF,[]
дисперси_NOUN,[]
тряп_ADJF,[]
шарлатан_INFN,[]
обращ_NOUN,[]
свежева_PRTF,['о']
аметист_NOUN,[]
магнет_ADJF,[]
эрупц_NOUN,[]
сердц_NOUN,[]
кач_ADJF,['пере']
пергамент_ADJF,[]
цар_ADJF,[]
конкреци_NOUN,[]
католик_NOUN,[]
агат_NOUN,[]
хар_NOUN,[]
полирова_NOUN,[]
получ_PRTF,"['за', 'до']"
маневр_ADJF,[]
дроф_NOUN,[]
ро_NOUN,['от']
дал_ADVB,"['по', 'из', 'в']"
войлач_NOUN,['с']
подваль_NOUN,[]
прест_ADJF,[]
дирек_NOUN,[]
констру_INFN,"['пере', 'с']"
треп_NOUN,"['рас', 'о', 'вс']"
стеречь_INFN,['по']
пряд_PRTF,"['вы', 'от', 'на', 'с', 'при', 'пере', 'до']"
глас_NOUN,"['пере', 'у', 'о', 'воз', 'со', 'рас']"
запад_ADJF,['про']
цезар_ADJF,[]
альбумин_NOUN,[]
шлямбур_NOUN,[]
иллюстр_INFN,['про']
кастрюль_NOUN,[]
матери_ADJF,"['анти', 'не', 'на']"
блинд_NOUN,[]
бред_NOUN,[]
кондици_INFN,[]
оккуп_PRTF,[]
гук_INFN,[]
турбулентн_NOUN,[]
мармелад_ADJF,[]
разви_NOUN,"['не', 'до']"
сер_INFN,"['по', 'за']"
сектор_ADJF,[]
кихот_NOUN,['по']
бард_NOUN,[]
импров_NOUN,[]
пекин_ADJF,[]
тор_PRTF,"['про', 'на']"
бров_NOUN,['меж']
преферанс_NOUN,[]
сноб_ADJF,[]
бурав_INFN,"['вы', 'на']"
щуп_NOUN,['о']
костель_ADJF,[]
ли_ADJF,"['про', 'с', 'от', 'пере', 'раз', 'на', 'при', 'по', 'под', 'бес', 'за']"
адапт_ADJF,['не']
каем_NOUN,[]
декрет_PRTF,[]
танц_ADJF,[]
прав_ADVB,"['на', 'в']"
кочева_INFN,"['от', 'пере', 'при', 'по', 'про']"
керат_NOUN,[]
звезд_INFN,['вы']
момент_NOUN,[]
шпилеч_NOUN,[]
контагий_NOUN,[]
гад_INFN,"['за', 'пред', 'у', 'пере', 'вы', 'при', 'из', 'под', 'раз', 'на', 'до', 'от', 'по', 'про']"
хлуп_NOUN,[]
афер_NOUN,[]
климат_ADJF,[]
рж_INFN,"['про', 'по', 'пере', 'обо']"
хомут_PRTF,['за']
куст_ADJF,[]
приверед_ADJF,[]
стихий_ADJF,[]
лиц_PRTF,"['об', 'пере']"
долот_NOUN,[]
паскаль_NOUN,[]
злат_NOUN,[]
холод_ADJF,"['в', 'о', 'пре']"
распростран_ADJF,[]
нейтрал_NOUN,[]
грав_PRTF,"['вы', 'на']"
разева_INFN,[]
потенц_PRTF,[]
улус_NOUN,[]
влаж_INFN,"['пере', 'у']"
труд_ADJF,"['не', 'у', 'ис', 'за']"
новл_INFN,"['воз', 'об', 'под', 'по']"
пихт_NOUN,[]
мгновени_NOUN,[]
заик_INFN,[]
смир_INFN,"['при', 'у']"
хитр_ADJF,"['бес', 'не']"
кенар_NOUN,[]
полов_NOUN,[]
репар_ADJF,[]
антимон_NOUN,[]
гончар_NOUN,[]
порци_NOUN,[]
дистилл_NOUN,[]
суд_NOUN,"['транс', 'рас', 'без', 'пере', 'под', 'не', 'по', 'со']"
весл_NOUN,[]
теург_NOUN,[]
снова_NOUN,[]
ясн_INFN,"['разъ', 'про', 'вы', 'изъ', 'объ', 'по', 'у']"
ерет_NOUN,[]
анатом_PRTF,[]
отдух_NOUN,[]
рынок_NOUN,[]
анестез_PRTF,[]
биссин_NOUN,[]
шершав_ADJF,[]
сальмонелл_NOUN,[]
извед_PRTF,[]
серенад_NOUN,[]
занавес_ADJF,[]
спичеч_NOUN,[]
титан_ADJF,[]
щербл_INFN,['вы']
подобл_INFN,"['у', 'с', 'рас']"
зябл_ADJF,[]
дальтон_NOUN,[]
маль_ADVB,"['с', 'ыз']"
мы_PRTF,"['о', 'по', 'на', 'при', 'у', 'об']"
истин_ADVB,"['по', 'во']"
кемпинг_NOUN,[]
дин_NOUN,[]
изъявл_PRTF,[]
бож_NOUN,"['без', 'на', 'о', 'у']"
льв_NOUN,[]
сип_ADJF,['о']
гностиц_NOUN,[]
муров_NOUN,['об']
диабаз_ADJF,[]
комильфо_ADJF,[]
искус_INFN,[]
натурал_PRTF,['ре']
бань_NOUN,[]
кунац_ADJF,[]
простофил_NOUN,[]
ворош_INFN,"['за', 'вз', 'на', 'раз', 'по', 'пере']"
манжет_NOUN,[]
диспозици_NOUN,[]
фик_NOUN,['де']
курень_NOUN,[]
зелен_GRND,[]
созерца_NOUN,[]
факс_NOUN,[]
аджар_ADJF,[]
бав_INFN,"['у', 'по', 'при', 'с', 'от', 'над', 'на', 'до', 'под', 'раз']"
коп_ADJF,['ис']
ион_ADJF,[]
приспособл_NOUN,[]
тотем_ADJF,[]
похаб_NOUN,[]
треск_ADJF,[]
мусульм_NOUN,[]
архитект_NOUN,[]
окоп_NOUN,[]
банкрот_INFN,['о']
ороч_NOUN,[]
башн_NOUN,['у']
дрен_ADJF,['без']
артр_NOUN,[]
обмундир_NOUN,[]
кряж_ADJF,[]
государств_ADJF,"['в', 'анти', 'меж']"
парламент_NOUN,['пред']
жид_PRTF,"['вы', 'о', 'пере', 'под']"
карман_PRTF,['при']
пороч_NOUN,['о']
аффикс_NOUN,[]
стыд_ADVB,[]
спор_INFN,"['от', 'не', 'до', 'про', 'пере', 'на', 'по', 'о', 'за', 'вы']"
десерт_ADJF,[]
ден_ADJF,"['у', 'после', 'по']"
таволг_ADJF,[]
халуп_NOUN,[]
настоящ_ADJF,['не']
фрамуг_NOUN,[]
невест_INFN,['за']
пест_NOUN,[]
каракатиц_NOUN,[]
исповед_NOUN,[]
эвкалипт_ADJF,[]
гуж_ADVB,[]
консистенц_NOUN,[]
брильянт_NOUN,[]
лж_NOUN,[]
авантаж_NOUN,[]
бараш_NOUN,[]
аугмент_NOUN,[]
корыст_ADJF,"['бес', 'не']"
дифтер_ADJF,[]
вассаль_NOUN,[]
пушь_NOUN,['под']
комплекс_ADJF,"['гипер', 'за']"
маршал_NOUN,[]
бацилл_NOUN,[]
щеп_PRTF,['на']
адрес_ADJF,[]
оратор_INFN,[]
ворот_VERB,[]
шихт_INFN,[]
макулатур_NOUN,[]
тел_INFN,"['рас', 'о']"
чуваш_ADJF,[]
церебр_ADJF,[]
мегер_NOUN,[]
балласт_INFN,['за']
дирижабель_ADJF,[]
спидол_NOUN,[]
руш_ADJF,"['не', 'у', 'раз']"
дождь_NOUN,['без']
парафраз_NOUN,[]
свобод_INFN,"['вы', 'о']"
бедр_NOUN,['на']
затон_ADJF,[]
кваш_NOUN,['за']
пункту_ADJF,[]
человеч_PRTF,"['во', 'о']"
раб_NOUN,['про']
вон_ADJF,[]
тороч_INFN,"['при', 'в']"
вульгар_INFN,[]
закорюч_NOUN,[]
костел_NOUN,[]
мяк_ADJF,['об']
вафель_NOUN,[]
